article_index,article_id,API,provider,entity_type,count
277,PMC:11768537,ML,Metagenomics,Body-Site,7
277,PMC:11768537,ML,Metagenomics,Site,11
277,PMC:11768537,ML,Metagenomics,Treatment,12
277,PMC:11768537,ML,Metagenomics,Host,7
277,PMC:11768537,ML,Metagenomics,Place,31
277,PMC:11768537,ML,Metagenomics,Date,10
277,PMC:11768537,ML,Metagenomics,Sample-Material,22
277,PMC:11768537,ML,Metagenomics,Gene,8
277,PMC:11768537,ML,Metagenomics,State,109
278,PMC:11750845,Dictionary,Europe PMC,Diseases,21
278,PMC:11750845,Dictionary,Europe PMC,Organisms,77
278,PMC:11750845,Dictionary,Europe PMC,Gene Ontology,21
278,PMC:11750845,Dictionary,Europe PMC,Chemicals,41
278,PMC:11750845,Dictionary,Europe PMC,Experimental Methods,21
278,PMC:11750845,Dictionary,Europe PMC,Gene_Proteins,58
278,PMC:11750845,Dictionary,Europe PMC,Accession Numbers,1
278,PMC:11750845,Dictionary,Europe PMC,Resources,2
278,PMC:11750845,ML,Europe PMC,Diseases,19
278,PMC:11750845,ML,Europe PMC,Organisms,80
278,PMC:11750845,ML,Europe PMC,Gene Ontology,29
278,PMC:11750845,ML,Europe PMC,Chemicals,35
278,PMC:11750845,ML,Europe PMC,Gene_Proteins,88
278,PMC:11750845,ML,Europe PMC,Experimental Methods,8
278,PMC:11750845,ML,Metagenomics,Body-Site,52
278,PMC:11750845,ML,Metagenomics,Sequencing,1
278,PMC:11750845,ML,Metagenomics,Treatment,115
278,PMC:11750845,ML,Metagenomics,Host,32
278,PMC:11750845,ML,Metagenomics,Place,2
278,PMC:11750845,ML,Metagenomics,Sample-Material,9
278,PMC:11750845,ML,Metagenomics,Gene,4
278,PMC:11750845,ML,Metagenomics,State,188
278,PMC:11750845,ML,Metagenomics,Primer,1
279,PMC:11784436,Dictionary,Europe PMC,Gene Ontology,62
279,PMC:11784436,Dictionary,Europe PMC,Chemicals,47
279,PMC:11784436,Dictionary,Europe PMC,Experimental Methods,8
279,PMC:11784436,Dictionary,Europe PMC,Organisms,7
279,PMC:11784436,Dictionary,Europe PMC,Diseases,16
279,PMC:11784436,Dictionary,Europe PMC,Gene_Proteins,2
279,PMC:11784436,ML,Europe PMC,Diseases,15
279,PMC:11784436,ML,Europe PMC,Chemicals,41
279,PMC:11784436,ML,Europe PMC,Gene Ontology,43
279,PMC:11784436,ML,Europe PMC,Organisms,23
279,PMC:11784436,ML,Europe PMC,Experimental Methods,1
279,PMC:11784436,ML,Europe PMC,Gene_Proteins,15
279,PMC:11784436,ML,Metagenomics,Ecoregion,6
279,PMC:11784436,ML,Metagenomics,Engineered,10
279,PMC:11784436,ML,Metagenomics,Sequencing,1
279,PMC:11784436,ML,Metagenomics,Site,4
279,PMC:11784436,ML,Metagenomics,Treatment,2
279,PMC:11784436,ML,Metagenomics,Host,5
279,PMC:11784436,ML,Metagenomics,Date,1
279,PMC:11784436,ML,Metagenomics,Place,14
279,PMC:11784436,ML,Metagenomics,Sample-Material,14
279,PMC:11784436,ML,Metagenomics,LS,6
279,PMC:11784436,ML,Metagenomics,Gene,6
279,PMC:11784436,ML,Metagenomics,State,171
279,PMC:11784436,ML,Metagenomics,Kit,1
280,PMC:11836205,Dictionary,Europe PMC,Organisms,111
280,PMC:11836205,Dictionary,Europe PMC,Gene Ontology,41
280,PMC:11836205,Dictionary,Europe PMC,Diseases,32
280,PMC:11836205,Dictionary,Europe PMC,Gene_Proteins,91
280,PMC:11836205,Dictionary,Europe PMC,Chemicals,19
280,PMC:11836205,Dictionary,Europe PMC,Experimental Methods,2
280,PMC:11836205,ML,Europe PMC,Organisms,69
280,PMC:11836205,ML,Europe PMC,Gene Ontology,40
280,PMC:11836205,ML,Europe PMC,Gene_Proteins,119
280,PMC:11836205,ML,Europe PMC,Diseases,42
280,PMC:11836205,ML,Europe PMC,Experimental Methods,2
280,PMC:11836205,ML,Europe PMC,Chemicals,12
280,PMC:11836205,ML,Metagenomics,Body-Site,42
280,PMC:11836205,ML,Metagenomics,Engineered,2
280,PMC:11836205,ML,Metagenomics,Sequencing,1
280,PMC:11836205,ML,Metagenomics,Treatment,110
280,PMC:11836205,ML,Metagenomics,Host,12
280,PMC:11836205,ML,Metagenomics,Sample-Material,14
280,PMC:11836205,ML,Metagenomics,State,180
281,PMC:11794506,Dictionary,Europe PMC,Organisms,104
281,PMC:11794506,Dictionary,Europe PMC,Gene Ontology,65
281,PMC:11794506,Dictionary,Europe PMC,Chemicals,119
281,PMC:11794506,Dictionary,Europe PMC,Experimental Methods,11
281,PMC:11794506,Dictionary,Europe PMC,Gene_Proteins,3
281,PMC:11794506,Dictionary,Europe PMC,Resources,1
281,PMC:11794506,ML,Europe PMC,Organisms,147
281,PMC:11794506,ML,Europe PMC,Gene Ontology,56
281,PMC:11794506,ML,Europe PMC,Chemicals,133
281,PMC:11794506,ML,Europe PMC,Gene_Proteins,8
281,PMC:11794506,ML,Europe PMC,Experimental Methods,6
281,PMC:11794506,ML,Metagenomics,Engineered,8
281,PMC:11794506,ML,Metagenomics,Body-Site,4
281,PMC:11794506,ML,Metagenomics,Sequencing,2
281,PMC:11794506,ML,Metagenomics,Treatment,44
281,PMC:11794506,ML,Metagenomics,Site,3
281,PMC:11794506,ML,Metagenomics,Host,23
281,PMC:11794506,ML,Metagenomics,Place,6
281,PMC:11794506,ML,Metagenomics,Date,2
281,PMC:11794506,ML,Metagenomics,LCM,1
281,PMC:11794506,ML,Metagenomics,Sample-Material,84
281,PMC:11794506,ML,Metagenomics,Gene,4
281,PMC:11794506,ML,Metagenomics,LS,2
281,PMC:11794506,ML,Metagenomics,State,123
281,PMC:11794506,ML,Metagenomics,Kit,1
281,PMC:11794506,ML,Metagenomics,Primer,4
282,PMC:11766147,Dictionary,Europe PMC,Diseases,83
282,PMC:11766147,Dictionary,Europe PMC,Gene_Proteins,11
282,PMC:11766147,Dictionary,Europe PMC,Organisms,59
282,PMC:11766147,Dictionary,Europe PMC,Gene Ontology,17
282,PMC:11766147,Dictionary,Europe PMC,Experimental Methods,23
282,PMC:11766147,Dictionary,Europe PMC,Chemicals,5
282,PMC:11766147,ML,Europe PMC,Organisms,119
282,PMC:11766147,ML,Europe PMC,Diseases,81
282,PMC:11766147,ML,Europe PMC,Experimental Methods,28
282,PMC:11766147,ML,Europe PMC,Gene_Proteins,66
282,PMC:11766147,ML,Europe PMC,Gene Ontology,17
282,PMC:11766147,ML,Europe PMC,Chemicals,7
282,PMC:11766147,ML,Metagenomics,Body-Site,27
282,PMC:11766147,ML,Metagenomics,Engineered,1
282,PMC:11766147,ML,Metagenomics,Treatment,7
282,PMC:11766147,ML,Metagenomics,Place,7
282,PMC:11766147,ML,Metagenomics,Date,2
282,PMC:11766147,ML,Metagenomics,Host,32
282,PMC:11766147,ML,Metagenomics,Sample-Material,15
282,PMC:11766147,ML,Metagenomics,Gene,1
282,PMC:11766147,ML,Metagenomics,State,268
283,PMC:11831699,Dictionary,Europe PMC,Organisms,209
283,PMC:11831699,Dictionary,Europe PMC,Diseases,29
283,PMC:11831699,Dictionary,Europe PMC,Gene_Proteins,50
283,PMC:11831699,Dictionary,Europe PMC,Gene Ontology,70
283,PMC:11831699,Dictionary,Europe PMC,Experimental Methods,3
283,PMC:11831699,Dictionary,Europe PMC,Chemicals,78
283,PMC:11831699,ML,Europe PMC,Organisms,187
283,PMC:11831699,ML,Europe PMC,Gene_Proteins,113
283,PMC:11831699,ML,Europe PMC,Gene Ontology,61
283,PMC:11831699,ML,Europe PMC,Experimental Methods,3
283,PMC:11831699,ML,Europe PMC,Diseases,26
283,PMC:11831699,ML,Europe PMC,Chemicals,64
283,PMC:11831699,ML,Metagenomics,Body-Site,81
283,PMC:11831699,ML,Metagenomics,Sequencing,1
283,PMC:11831699,ML,Metagenomics,Treatment,133
283,PMC:11831699,ML,Metagenomics,Host,50
283,PMC:11831699,ML,Metagenomics,Place,3
283,PMC:11831699,ML,Metagenomics,Sample-Material,14
283,PMC:11831699,ML,Metagenomics,Gene,5
283,PMC:11831699,ML,Metagenomics,State,225
284,PMC:11735036,Dictionary,Europe PMC,Chemicals,89
284,PMC:11735036,Dictionary,Europe PMC,Diseases,26
284,PMC:11735036,Dictionary,Europe PMC,Organisms,46
284,PMC:11735036,Dictionary,Europe PMC,Gene Ontology,19
284,PMC:11735036,Dictionary,Europe PMC,Experimental Methods,16
284,PMC:11735036,Dictionary,Europe PMC,Gene_Proteins,23
284,PMC:11735036,ML,Europe PMC,Chemicals,83
284,PMC:11735036,ML,Europe PMC,Diseases,11
284,PMC:11735036,ML,Europe PMC,Gene Ontology,17
284,PMC:11735036,ML,Europe PMC,Organisms,83
284,PMC:11735036,ML,Europe PMC,Experimental Methods,8
284,PMC:11735036,ML,Europe PMC,Gene_Proteins,40
284,PMC:11735036,ML,Metagenomics,Body-Site,76
284,PMC:11735036,ML,Metagenomics,Engineered,3
284,PMC:11735036,ML,Metagenomics,Ecoregion,1
284,PMC:11735036,ML,Metagenomics,Sequencing,2
284,PMC:11735036,ML,Metagenomics,Treatment,72
284,PMC:11735036,ML,Metagenomics,Site,10
284,PMC:11735036,ML,Metagenomics,Host,58
284,PMC:11735036,ML,Metagenomics,Place,10
284,PMC:11735036,ML,Metagenomics,Sample-Material,50
284,PMC:11735036,ML,Metagenomics,Gene,2
284,PMC:11735036,ML,Metagenomics,State,251
284,PMC:11735036,ML,Metagenomics,Kit,1
285,PMC:11778789,Dictionary,Europe PMC,Organisms,5
285,PMC:11778789,Dictionary,Europe PMC,Diseases,28
285,PMC:11778789,Dictionary,Europe PMC,Gene Ontology,16
285,PMC:11778789,Dictionary,Europe PMC,Experimental Methods,5
285,PMC:11778789,Dictionary,Europe PMC,Accession Numbers,1
285,PMC:11778789,Dictionary,Europe PMC,Gene_Proteins,1
285,PMC:11778789,ML,Europe PMC,Diseases,14
285,PMC:11778789,ML,Europe PMC,Organisms,7
285,PMC:11778789,ML,Europe PMC,Gene Ontology,1
286,PMC:11754343,Dictionary,Europe PMC,Diseases,165
286,PMC:11754343,Dictionary,Europe PMC,Organisms,9
286,PMC:11754343,Dictionary,Europe PMC,Gene_Proteins,3
286,PMC:11754343,Dictionary,Europe PMC,Gene Ontology,4
286,PMC:11754343,ML,Europe PMC,Diseases,131
286,PMC:11754343,ML,Europe PMC,Organisms,7
286,PMC:11754343,ML,Europe PMC,Gene_Proteins,3
286,PMC:11754343,ML,Metagenomics,Body-Site,18
286,PMC:11754343,ML,Metagenomics,Engineered,30
286,PMC:11754343,ML,Metagenomics,Treatment,1
286,PMC:11754343,ML,Metagenomics,Place,40
286,PMC:11754343,ML,Metagenomics,Date,12
286,PMC:11754343,ML,Metagenomics,Host,2
286,PMC:11754343,ML,Metagenomics,Gene,1
286,PMC:11754343,ML,Metagenomics,Sample-Material,9
286,PMC:11754343,ML,Metagenomics,LS,1
286,PMC:11754343,ML,Metagenomics,State,212
287,PMC:11769126,Dictionary,Europe PMC,Organisms,346
287,PMC:11769126,Dictionary,Europe PMC,Gene_Proteins,22
287,PMC:11769126,Dictionary,Europe PMC,Diseases,84
287,PMC:11769126,Dictionary,Europe PMC,Chemicals,23
287,PMC:11769126,Dictionary,Europe PMC,Experimental Methods,28
287,PMC:11769126,Dictionary,Europe PMC,Gene Ontology,21
287,PMC:11769126,ML,Europe PMC,Organisms,343
287,PMC:11769126,ML,Europe PMC,Gene_Proteins,170
287,PMC:11769126,ML,Europe PMC,Diseases,46
287,PMC:11769126,ML,Europe PMC,Chemicals,22
287,PMC:11769126,ML,Europe PMC,Experimental Methods,19
287,PMC:11769126,ML,Europe PMC,Gene Ontology,19
287,PMC:11769126,ML,Metagenomics,Engineered,3
287,PMC:11769126,ML,Metagenomics,Body-Site,36
287,PMC:11769126,ML,Metagenomics,Ecoregion,2
287,PMC:11769126,ML,Metagenomics,Treatment,232
287,PMC:11769126,ML,Metagenomics,Host,140
287,PMC:11769126,ML,Metagenomics,Place,13
287,PMC:11769126,ML,Metagenomics,Date,1
287,PMC:11769126,ML,Metagenomics,Gene,10
287,PMC:11769126,ML,Metagenomics,Sample-Material,5
287,PMC:11769126,ML,Metagenomics,State,266
287,PMC:11769126,ML,Metagenomics,Kit,1
288,PMC:11827206,Dictionary,Europe PMC,Diseases,71
288,PMC:11827206,Dictionary,Europe PMC,Experimental Methods,28
288,PMC:11827206,Dictionary,Europe PMC,Gene_Proteins,6
288,PMC:11827206,Dictionary,Europe PMC,Organisms,70
288,PMC:11827206,Dictionary,Europe PMC,Gene Ontology,13
288,PMC:11827206,Dictionary,Europe PMC,Chemicals,5
288,PMC:11827206,ML,Europe PMC,Diseases,61
288,PMC:11827206,ML,Europe PMC,Organisms,118
288,PMC:11827206,ML,Europe PMC,Gene Ontology,13
288,PMC:11827206,ML,Europe PMC,Chemicals,8
288,PMC:11827206,ML,Europe PMC,Experimental Methods,13
288,PMC:11827206,ML,Europe PMC,Gene_Proteins,11
288,PMC:11827206,ML,Metagenomics,Body-Site,48
288,PMC:11827206,ML,Metagenomics,Sequencing,1
288,PMC:11827206,ML,Metagenomics,Treatment,3
288,PMC:11827206,ML,Metagenomics,Host,13
288,PMC:11827206,ML,Metagenomics,LS,2
288,PMC:11827206,ML,Metagenomics,Sample-Material,36
288,PMC:11827206,ML,Metagenomics,Gene,1
288,PMC:11827206,ML,Metagenomics,State,134
289,PMC:11818068,Dictionary,Europe PMC,Organisms,84
289,PMC:11818068,Dictionary,Europe PMC,Gene Ontology,41
289,PMC:11818068,Dictionary,Europe PMC,Diseases,27
289,PMC:11818068,Dictionary,Europe PMC,Chemicals,119
289,PMC:11818068,Dictionary,Europe PMC,Gene_Proteins,79
289,PMC:11818068,Dictionary,Europe PMC,Experimental Methods,18
289,PMC:11818068,ML,Europe PMC,Diseases,24
289,PMC:11818068,ML,Europe PMC,Chemicals,105
289,PMC:11818068,ML,Europe PMC,Organisms,113
289,PMC:11818068,ML,Europe PMC,Gene Ontology,41
289,PMC:11818068,ML,Europe PMC,Gene_Proteins,22
289,PMC:11818068,ML,Europe PMC,Experimental Methods,19
289,PMC:11818068,ML,Metagenomics,Body-Site,41
289,PMC:11818068,ML,Metagenomics,Engineered,2
289,PMC:11818068,ML,Metagenomics,Treatment,25
289,PMC:11818068,ML,Metagenomics,Host,24
289,PMC:11818068,ML,Metagenomics,Place,1
289,PMC:11818068,ML,Metagenomics,Sample-Material,60
289,PMC:11818068,ML,Metagenomics,Gene,3
289,PMC:11818068,ML,Metagenomics,LS,2
289,PMC:11818068,ML,Metagenomics,State,300
289,PMC:11818068,ML,Metagenomics,Kit,1
290,PMC:11792091,Dictionary,Europe PMC,Diseases,48
290,PMC:11792091,Dictionary,Europe PMC,Chemicals,9
290,PMC:11792091,Dictionary,Europe PMC,Organisms,59
290,PMC:11792091,Dictionary,Europe PMC,Gene_Proteins,21
290,PMC:11792091,Dictionary,Europe PMC,Gene Ontology,6
290,PMC:11792091,Dictionary,Europe PMC,Experimental Methods,13
290,PMC:11792091,ML,Europe PMC,Organisms,107
290,PMC:11792091,ML,Europe PMC,Diseases,57
290,PMC:11792091,ML,Europe PMC,Chemicals,13
290,PMC:11792091,ML,Europe PMC,Gene_Proteins,61
290,PMC:11792091,ML,Europe PMC,Gene Ontology,6
290,PMC:11792091,ML,Europe PMC,Experimental Methods,5
290,PMC:11792091,ML,Metagenomics,Body-Site,27
290,PMC:11792091,ML,Metagenomics,Engineered,6
290,PMC:11792091,ML,Metagenomics,Treatment,24
290,PMC:11792091,ML,Metagenomics,Place,2
290,PMC:11792091,ML,Metagenomics,Host,11
290,PMC:11792091,ML,Metagenomics,Date,3
290,PMC:11792091,ML,Metagenomics,LCM,1
290,PMC:11792091,ML,Metagenomics,Sample-Material,19
290,PMC:11792091,ML,Metagenomics,LS,1
290,PMC:11792091,ML,Metagenomics,Gene,2
290,PMC:11792091,ML,Metagenomics,State,176
290,PMC:11792091,ML,Metagenomics,Kit,1
290,PMC:11792091,ML,Metagenomics,Primer,1
291,PMC:11825868,Dictionary,Europe PMC,Organisms,93
291,PMC:11825868,Dictionary,Europe PMC,Experimental Methods,49
291,PMC:11825868,Dictionary,Europe PMC,Diseases,29
291,PMC:11825868,Dictionary,Europe PMC,Gene_Proteins,1
291,PMC:11825868,Dictionary,Europe PMC,Chemicals,1
291,PMC:11825868,Dictionary,Europe PMC,Gene Ontology,1
292,PMC:11784444,ML,Europe PMC,Gene Ontology,33
292,PMC:11784444,ML,Europe PMC,Chemicals,73
292,PMC:11784444,ML,Europe PMC,Organisms,215
292,PMC:11784444,ML,Europe PMC,Gene_Proteins,24
292,PMC:11784444,ML,Europe PMC,Diseases,1
292,PMC:11784444,ML,Metagenomics,Body-Site,7
292,PMC:11784444,ML,Metagenomics,Ecoregion,5
292,PMC:11784444,ML,Metagenomics,Engineered,8
292,PMC:11784444,ML,Metagenomics,Sequencing,3
292,PMC:11784444,ML,Metagenomics,Treatment,4
292,PMC:11784444,ML,Metagenomics,Site,10
292,PMC:11784444,ML,Metagenomics,Host,28
292,PMC:11784444,ML,Metagenomics,Place,27
292,PMC:11784444,ML,Metagenomics,LCM,2
292,PMC:11784444,ML,Metagenomics,Sample-Material,63
292,PMC:11784444,ML,Metagenomics,Gene,5
292,PMC:11784444,ML,Metagenomics,LS,18
292,PMC:11784444,ML,Metagenomics,State,148
292,PMC:11784444,ML,Metagenomics,Kit,1
300,PMC:11726453,Dictionary,Europe PMC,Experimental Methods,85
300,PMC:11726453,Dictionary,Europe PMC,Chemicals,20
300,PMC:11726453,Dictionary,Europe PMC,Gene Ontology,27
300,PMC:11726453,Dictionary,Europe PMC,Organisms,103
300,PMC:11726453,Dictionary,Europe PMC,Gene_Proteins,113
300,PMC:11726453,Dictionary,Europe PMC,Diseases,11
300,PMC:11726453,Dictionary,Europe PMC,Accession Numbers,20
300,PMC:11726453,Dictionary,Europe PMC,Resources,10
300,PMC:11726453,ML,Metagenomics,Sequencing,16
300,PMC:11726453,ML,Metagenomics,Engineered,1
300,PMC:11726453,ML,Metagenomics,Body-Site,1
300,PMC:11726453,ML,Metagenomics,Treatment,43
300,PMC:11726453,ML,Metagenomics,Site,3
300,PMC:11726453,ML,Metagenomics,Host,4
300,PMC:11726453,ML,Metagenomics,Gene,78
300,PMC:11726453,ML,Metagenomics,LS,5
300,PMC:11726453,ML,Metagenomics,Sample-Material,1
300,PMC:11726453,ML,Metagenomics,State,42
300,PMC:11726453,ML,Metagenomics,Kit,6
300,PMC:11726453,ML,Metagenomics,Primer,4
300,PMC:11726453,ML,Europe PMC,Organisms,72
300,PMC:11726453,ML,Europe PMC,Chemicals,38
300,PMC:11726453,ML,Europe PMC,Diseases,8
300,PMC:11726453,ML,Europe PMC,Gene_Proteins,105
300,PMC:11726453,ML,Europe PMC,Experimental Methods,12
300,PMC:11726453,ML,Europe PMC,Gene Ontology,22
301,PMC:11834462,Dictionary,Europe PMC,Gene Ontology,38
301,PMC:11834462,Dictionary,Europe PMC,Organisms,53
301,PMC:11834462,Dictionary,Europe PMC,Diseases,19
301,PMC:11834462,Dictionary,Europe PMC,Chemicals,19
301,PMC:11834462,Dictionary,Europe PMC,Gene_Proteins,1
301,PMC:11834462,Dictionary,Europe PMC,Experimental Methods,4
301,PMC:11834462,Dictionary,Europe PMC,Resources,1
301,PMC:11834462,ML,Europe PMC,Diseases,22
301,PMC:11834462,ML,Europe PMC,Chemicals,21
301,PMC:11834462,ML,Europe PMC,Gene Ontology,40
301,PMC:11834462,ML,Europe PMC,Organisms,67
301,PMC:11834462,ML,Europe PMC,Gene_Proteins,6
301,PMC:11834462,ML,Europe PMC,Experimental Methods,6
301,PMC:11834462,ML,Metagenomics,Body-Site,66
301,PMC:11834462,ML,Metagenomics,Engineered,1
301,PMC:11834462,ML,Metagenomics,Sequencing,1
301,PMC:11834462,ML,Metagenomics,Treatment,103
301,PMC:11834462,ML,Metagenomics,Place,3
301,PMC:11834462,ML,Metagenomics,Host,17
301,PMC:11834462,ML,Metagenomics,Gene,2
301,PMC:11834462,ML,Metagenomics,State,346
301,PMC:11834462,ML,Metagenomics,Kit,2
301,PMC:11834462,ML,Metagenomics,Primer,2
302,PMC:11811157,Dictionary,Europe PMC,Organisms,143
302,PMC:11811157,Dictionary,Europe PMC,Gene Ontology,67
302,PMC:11811157,Dictionary,Europe PMC,Diseases,50
302,PMC:11811157,Dictionary,Europe PMC,Gene_Proteins,107
302,PMC:11811157,Dictionary,Europe PMC,Chemicals,70
302,PMC:11811157,Dictionary,Europe PMC,Experimental Methods,32
302,PMC:11811157,ML,Europe PMC,Diseases,46
302,PMC:11811157,ML,Europe PMC,Organisms,161
302,PMC:11811157,ML,Europe PMC,Gene Ontology,56
302,PMC:11811157,ML,Europe PMC,Chemicals,43
302,PMC:11811157,ML,Europe PMC,Gene_Proteins,131
302,PMC:11811157,ML,Europe PMC,Experimental Methods,29
302,PMC:11811157,ML,Metagenomics,Body-Site,180
302,PMC:11811157,ML,Metagenomics,Engineered,2
302,PMC:11811157,ML,Metagenomics,Ecoregion,1
302,PMC:11811157,ML,Metagenomics,Sequencing,3
302,PMC:11811157,ML,Metagenomics,Treatment,130
302,PMC:11811157,ML,Metagenomics,Site,1
302,PMC:11811157,ML,Metagenomics,Host,75
302,PMC:11811157,ML,Metagenomics,Place,2
302,PMC:11811157,ML,Metagenomics,LCM,1
302,PMC:11811157,ML,Metagenomics,Sample-Material,21
302,PMC:11811157,ML,Metagenomics,Gene,2
302,PMC:11811157,ML,Metagenomics,State,350
302,PMC:11811157,ML,Metagenomics,Kit,2
302,PMC:11811157,ML,Metagenomics,Primer,1
303,PMC:11774872,Dictionary,Europe PMC,Experimental Methods,139
303,PMC:11774872,Dictionary,Europe PMC,Organisms,165
303,PMC:11774872,Dictionary,Europe PMC,Chemicals,35
303,PMC:11774872,Dictionary,Europe PMC,Gene_Proteins,70
303,PMC:11774872,Dictionary,Europe PMC,Diseases,31
303,PMC:11774872,Dictionary,Europe PMC,Gene Ontology,15
305,PMC:11739784,ML,Europe PMC,Organisms,78
305,PMC:11739784,ML,Europe PMC,Gene Ontology,1
305,PMC:11739784,ML,Metagenomics,Body-Site,2
305,PMC:11739784,ML,Metagenomics,Treatment,6
305,PMC:11739784,ML,Metagenomics,Host,6
305,PMC:11739784,ML,Metagenomics,Place,2
305,PMC:11739784,ML,Metagenomics,Sample-Material,1
305,PMC:11739784,ML,Metagenomics,State,12
306,PMC:11787462,Dictionary,Europe PMC,Chemicals,46
306,PMC:11787462,Dictionary,Europe PMC,Organisms,33
306,PMC:11787462,Dictionary,Europe PMC,Gene Ontology,27
306,PMC:11787462,ML,Europe PMC,Organisms,84
306,PMC:11787462,ML,Europe PMC,Chemicals,46
306,PMC:11787462,ML,Europe PMC,Gene Ontology,16
306,PMC:11787462,ML,Metagenomics,Engineered,42
306,PMC:11787462,ML,Metagenomics,Treatment,13
306,PMC:11787462,ML,Metagenomics,Site,1
306,PMC:11787462,ML,Metagenomics,Place,16
306,PMC:11787462,ML,Metagenomics,Host,7
306,PMC:11787462,ML,Metagenomics,Sample-Material,84
306,PMC:11787462,ML,Metagenomics,State,218
307,PMC:11275835,Dictionary,Europe PMC,Organisms,87
307,PMC:11275835,Dictionary,Europe PMC,Gene Ontology,112
307,PMC:11275835,Dictionary,Europe PMC,Experimental Methods,228
307,PMC:11275835,Dictionary,Europe PMC,Gene_Proteins,221
307,PMC:11275835,Dictionary,Europe PMC,Diseases,3
307,PMC:11275835,Dictionary,Europe PMC,Chemicals,45
307,PMC:11275835,ML,Europe PMC,Gene Ontology,9
307,PMC:11275835,ML,Europe PMC,Experimental Methods,1
307,PMC:11275835,ML,Europe PMC,Chemicals,1
307,PMC:11275835,ML,Europe PMC,Organisms,4
307,PMC:11275835,ML,Metagenomics,Engineered,3
307,PMC:11275835,ML,Metagenomics,Sequencing,7
307,PMC:11275835,ML,Metagenomics,Treatment,44
307,PMC:11275835,ML,Metagenomics,Site,45
307,PMC:11275835,ML,Metagenomics,Host,47
307,PMC:11275835,ML,Metagenomics,Sample-Material,353
307,PMC:11275835,ML,Metagenomics,Gene,127
307,PMC:11275835,ML,Metagenomics,LS,4
307,PMC:11275835,ML,Metagenomics,State,235
307,PMC:11275835,ML,Metagenomics,Primer,1
308,PMC:11789344,Dictionary,Europe PMC,Chemicals,128
308,PMC:11789344,Dictionary,Europe PMC,Organisms,110
308,PMC:11789344,Dictionary,Europe PMC,Gene Ontology,40
308,PMC:11789344,Dictionary,Europe PMC,Gene_Proteins,19
308,PMC:11789344,Dictionary,Europe PMC,Diseases,3
308,PMC:11789344,Dictionary,Europe PMC,Experimental Methods,10
308,PMC:11789344,Dictionary,Europe PMC,Resources,1
308,PMC:11789344,ML,Europe PMC,Chemicals,116
308,PMC:11789344,ML,Europe PMC,Organisms,135
308,PMC:11789344,ML,Europe PMC,Gene Ontology,34
308,PMC:11789344,ML,Europe PMC,Gene_Proteins,44
308,PMC:11789344,ML,Europe PMC,Diseases,3
308,PMC:11789344,ML,Europe PMC,Experimental Methods,2
309,PMC:11817164,Dictionary,Europe PMC,Organisms,221
309,PMC:11817164,Dictionary,Europe PMC,Gene Ontology,29
309,PMC:11817164,Dictionary,Europe PMC,Chemicals,149
309,PMC:11817164,Dictionary,Europe PMC,Accession Numbers,4
309,PMC:11817164,Dictionary,Europe PMC,Gene_Proteins,6
309,PMC:11817164,Dictionary,Europe PMC,Diseases,1
309,PMC:11817164,Dictionary,Europe PMC,Resources,3
309,PMC:11817164,Dictionary,Europe PMC,Experimental Methods,10
323,PMC:11835825,ML,Europe PMC,Chemicals,99
323,PMC:11835825,ML,Europe PMC,Organisms,205
323,PMC:11835825,ML,Europe PMC,Gene Ontology,18
323,PMC:11835825,ML,Europe PMC,Experimental Methods,5
323,PMC:11835825,ML,Europe PMC,Gene_Proteins,1
323,PMC:11835825,ML,Metagenomics,Engineered,15
323,PMC:11835825,ML,Metagenomics,Ecoregion,4
323,PMC:11835825,ML,Metagenomics,Sequencing,1
323,PMC:11835825,ML,Metagenomics,Treatment,93
323,PMC:11835825,ML,Metagenomics,Site,69
323,PMC:11835825,ML,Metagenomics,Place,11
323,PMC:11835825,ML,Metagenomics,Date,14
323,PMC:11835825,ML,Metagenomics,Host,21
323,PMC:11835825,ML,Metagenomics,Sample-Material,251
323,PMC:11835825,ML,Metagenomics,Gene,1
323,PMC:11835825,ML,Metagenomics,State,308
323,PMC:11835825,ML,Metagenomics,Kit,3
324,PMC:11780129,Dictionary,Europe PMC,Organisms,146
324,PMC:11780129,Dictionary,Europe PMC,Gene Ontology,21
324,PMC:11780129,Dictionary,Europe PMC,Chemicals,12
324,PMC:11780129,Dictionary,Europe PMC,Experimental Methods,5
324,PMC:11780129,Dictionary,Europe PMC,Gene_Proteins,21
324,PMC:11780129,Dictionary,Europe PMC,Accession Numbers,2
324,PMC:11780129,ML,Europe PMC,Organisms,289
324,PMC:11780129,ML,Europe PMC,Gene Ontology,25
324,PMC:11780129,ML,Europe PMC,Chemicals,33
324,PMC:11780129,ML,Europe PMC,Experimental Methods,2
324,PMC:11780129,ML,Europe PMC,Gene_Proteins,32
324,PMC:11780129,ML,Metagenomics,Sequencing,18
324,PMC:11780129,ML,Metagenomics,Body-Site,2
324,PMC:11780129,ML,Metagenomics,Engineered,3
324,PMC:11780129,ML,Metagenomics,Site,4
324,PMC:11780129,ML,Metagenomics,Treatment,38
324,PMC:11780129,ML,Metagenomics,Host,16
324,PMC:11780129,ML,Metagenomics,Place,4
324,PMC:11780129,ML,Metagenomics,LCM,1
324,PMC:11780129,ML,Metagenomics,LS,10
324,PMC:11780129,ML,Metagenomics,Sample-Material,15
324,PMC:11780129,ML,Metagenomics,Gene,18
